"matchNo","team","batsman","dismissal","runs","balls","minutes","fours","sixes","strikeRate"
"68","Lucknow Super Giants","JP Inglis","c Iyer b Shashank Singh","72","44","90","9","2","163.63"
"68","Lucknow Super Giants","AA Kulkarni","c †Prabhsimran Singh b Azmatullah Omarzai","0","1","6","0","0","0"
"68","Lucknow Super Giants","N Pooran","b Jansen","2","7","8","0","0","28.57"
"68","Lucknow Super Giants","A Badoni","st †Prabhsimran Singh b Chahal","43","18","19","5","3","238.88"
"68","Lucknow Super Giants","RR Pant (c) †","c Jansen b Chahal","26","22","33","3","0","118.18"
"68","Lucknow Super Giants","Abdul Samad","not out","37","20","35","3","3","185"
"68","Lucknow Super Giants","MD Choudhary","c sub (P Dubey) b Jansen","1","3","3","0","0","33.33"
"68","Lucknow Super Giants","AS Tendulkar","not out","5","5","14","0","0","100"
"68","Punjab Kings","P Arya","c Tendulkar b Mohammed Shami","0","1","1","0","0","0"
"68","Punjab Kings","Prabhsimran Singh †","lbw b Tendulkar","69","39","77","7","2","176.92"
"68","Punjab Kings","CPL Connolly","b Mohammed Shami","18","10","11","4","0","180"
"68","Punjab Kings","SS Iyer (c)","not out","101","51","81","11","5","198.03"
"68","Punjab Kings","Suryansh Shedge","not out","9","7","13","1","0","128.57"
"69","Rajasthan Royals","YBK Jaiswal","c Bosch b Jacks","27","17","22","1","3","158.82"
"69","Rajasthan Royals","V Sooryavanshi","c Naman Dhir b Chahar","4","6","26","0","0","66.66"
"69","Rajasthan Royals","DC Jurel †","b Bosch","38","26","49","3","2","146.15"
"69","Rajasthan Royals","R Parag (c)","c Tilak Varma b Ghazanfar","14","8","9","2","1","175"
"69","Rajasthan Royals","MD Shanaka","run out (Thakur/Bosch)","29","15","23","0","3","193.33"
"69","Rajasthan Royals","D Ferreira","c Bosch b Chahar","18","15","29","0","2","120"
"69","Rajasthan Royals","JC Archer","c Tilak Varma b Thakur","32","15","36","1","3","213.33"
"69","Rajasthan Royals","SB Dubey","c Naman Dhir b Thakur","5","6","13","0","0","83.33"
"69","Rajasthan Royals","RA Jadeja","not out","19","11","16","3","0","172.72"
"69","Rajasthan Royals","N Burger","not out","10","3","13","0","1","333.33"
"69","Mumbai Indians","RG Sharma","c †Jurel b Archer","0","4","3","0","0","0"
"69","Mumbai Indians","RD Rickelton †","c Sooryavanshi b Burger","12","7","19","1","1","171.42"
"69","Mumbai Indians","Naman Dhir","b Archer","6","5","9","1","0","120"
"69","Mumbai Indians","SA Yadav","c & b Burger","60","42","92","3","4","142.85"
"69","Mumbai Indians","NT Tilak Varma","b Brijesh Sharma","3","7","10","0","0","42.85"
"69","Mumbai Indians","WG Jacks","c †Jurel b Yash Raj Punja","33","18","36","3","2","183.33"
"69","Mumbai Indians","HH Pandya (c)","c Burger b Archer","34","15","26","3","2","226.66"
"69","Mumbai Indians","C Bosch","c Ferreira b Yash Raj Punja","2","4","4","0","0","50"
"69","Mumbai Indians","SN Thakur","not out","10","11","20","1","0","90.9"
"69","Mumbai Indians","DL Chahar","lbw b Brijesh Sharma","8","5","5","0","1","160"
"69","Mumbai Indians","AM Ghazanfar","not out","2","3","6","0","0","66.66"
"70","Delhi Capitals","Abishek Porel †","c †Dahiya b Dubey","22","18","24","4","0","122.22"
"70","Delhi Capitals","KL Rahul","c Powell b Roy","60","30","67","5","4","200"
"70","Delhi Capitals","SU Parakh","c Rahane b Narine","24","17","24","3","1","141.17"
"70","Delhi Capitals","AR Patel (c)","c Singh b Varun","39","25","43","3","2","156"
"70","Delhi Capitals","DA Miller","c Allen b Dubey","28","19","47","0","3","147.36"
"70","Delhi Capitals","AR Sharma","not out","18","11","22","2","1","163.63"
"70","Delhi Capitals","T Stubbs","not out","0","1","2","0","0","0"
"70","Kolkata Knight Riders","AM Rahane (c)","c Miller b Kuldeep Yadav","63","39","71","4","4","161.53"
"70","Kolkata Knight Riders","FH Allen","b Ngidi","20","13","23","3","1","153.84"
"70","Kolkata Knight Riders","MK Pandey","c Starc b Ngidi","25","16","19","2","2","156.25"
"70","Kolkata Knight Riders","C Green","c Miller b Kuldeep Yadav","2","3","5","0","0","66.66"
"70","Kolkata Knight Riders","R Powell","run out (sub [Sameer Rizvi])","29","21","41","3","1","138.09"
"70","Kolkata Knight Riders","RK Singh","c Stubbs b Kuldeep Yadav","0","1","1","0","0","0"
"70","Kolkata Knight Riders","T Dahiya †","b Patel","1","3","3","0","0","33.33"
"70","Kolkata Knight Riders","AS Roy","c & b Starc","9","8","17","1","0","112.5"
"70","Kolkata Knight Riders","Kartik Tyagi","c Patel b Starc","0","1","3","0","0","0"
"70","Kolkata Knight Riders","CV Varun","c Patel b Ngidi","5","5","7","1","0","100"
"70","Kolkata Knight Riders","SR Dubey","not out","4","2","5","1","0","200"
"71","Royal Challengers Bengaluru","VR Iyer","c Shubman Gill b Rabada","19","7","9","3","1","271.42"
"71","Royal Challengers Bengaluru","V Kohli","b Holder","43","25","40","5","1","172"
"71","Royal Challengers Bengaluru","D Padikkal","c †Buttler b Holder","30","19","33","5","0","157.89"
"71","Royal Challengers Bengaluru","RM Patidar (c)","not out","93","33","66","5","9","281.81"
"71","Royal Challengers Bengaluru","KH Pandya","c Sai Sudharsan b Rabada","43","28","41","5","2","153.57"
"71","Royal Challengers Bengaluru","TH David","b Prasidh Krishna","4","5","10","0","0","80"
"71","Royal Challengers Bengaluru","JM Sharma †","not out","15","5","11","1","1","300"
"71","Gujarat Titans","B Sai Sudharsan","hit wicket b Duffy","14","9","12","3","0","155.55"
"71","Gujarat Titans","Shubman Gill (c)","b Kumar","2","7","17","0","0","28.57"
"71","Gujarat Titans","JC Buttler †","b Hazlewood","29","11","12","4","2","263.63"
"71","Gujarat Titans","N Sindhu","c & b Rasikh Salam","5","3","11","1","0","166.66"
"71","Gujarat Titans","Washington Sundar","c Hazlewood b Duffy","8","8","20","1","0","100"
"71","Gujarat Titans","JO Holder","c Hazlewood b Rasikh Salam","0","3","2","0","0","0"
"71","Gujarat Titans","R Tewatia","c Patidar b Kumar","68","43","68","8","4","158.13"
"71","Gujarat Titans","Rashid Khan","c †Sharma b Duffy","8","9","9","0","1","88.88"
"71","Gujarat Titans","K Rabada","c Kohli b Pandya","9","5","6","2","0","180"
"71","Gujarat Titans","Mohammed Siraj","c David b Pandya","5","13","40","1","0","38.46"
"71","Gujarat Titans","M Prasidh Krishna","not out","6","7","5","1","0","85.71"
"72","Rajasthan Royals","YBK Jaiswal","c Abhishek Sharma b Shivang Kumar","29","29","56","4","0","100"
"72","Rajasthan Royals","V Sooryavanshi","c Smaran b Hinge","97","29","45","5","12","334.48"
"72","Rajasthan Royals","DC Jurel †","c Nitish Kumar Reddy b Hinge","50","21","27","5","3","238.09"
"72","Rajasthan Royals","R Parag (c)","c Klaasen b Hinge","26","12","29","2","2","216.66"
"72","Rajasthan Royals","D Ferreira","run out (Shivang Kumar/†Ishan Kishan)","12","9","27","1","0","133.33"
"72","Rajasthan Royals","MD Shanaka","c Abhishek Sharma b Malinga","5","3","5","1","0","166.66"
"72","Rajasthan Royals","RA Jadeja","not out","12","9","21","1","0","133.33"
"72","Rajasthan Royals","JC Archer","c Abhishek Sharma b Nitish Kumar Reddy","4","5","3","1","0","80"
"72","Rajasthan Royals","N Burger","run out (Malinga/†Ishan Kishan)","1","1","2","0","0","100"
"72","Rajasthan Royals","SS Mishra","not out","1","3","3","0","0","33.33"
"72","Sunrisers Hyderabad","Abhishek Sharma","c †Jurel b Archer","0","2","2","0","0","0"
"72","Sunrisers Hyderabad","TM Head","b Archer","17","8","26","2","1","212.5"
"72","Sunrisers Hyderabad","Ishan Kishan †","c Ferreira b Archer","33","11","13","3","3","300"
"72","Sunrisers Hyderabad","R Smaran","c Archer b Burger","1","4","3","0","0","25"
"72","Sunrisers Hyderabad","H Klaasen","lbw b Yash Raj Punja","18","10","17","2","1","180"
"72","Sunrisers Hyderabad","K Nitish Kumar Reddy","c Shanaka b Jadeja","38","20","32","3","2","190"
"72","Sunrisers Hyderabad","S Arora","c Burger b Jadeja","35","21","39","2","2","166.66"
"72","Sunrisers Hyderabad","PJ Cummins (c)","c Archer b Mishra","1","2","3","0","0","50"
"72","Sunrisers Hyderabad","Shivang Kumar","c Sooryavanshi b Mishra","27","24","43","3","0","112.5"
"72","Sunrisers Hyderabad","E Malinga","c Archer b Burger","5","8","12","0","0","62.5"
"72","Sunrisers Hyderabad","Sakib Hussain","not out","5","7","14","1","0","71.42"
"73","Rajasthan Royals","YBK Jaiswal","c Prasidh Krishna b Mohammed Siraj","1","2","3","0","0","50"
"73","Rajasthan Royals","V Sooryavanshi","c Prasidh Krishna b Rabada","96","47","104","8","7","204.25"
"73","Rajasthan Royals","DC Jurel †","c Shubman Gill b Rabada","7","6","5","1","0","116.66"
"73","Rajasthan Royals","RA Jadeja","not out","45","35","82","5","1","128.57"
"73","Rajasthan Royals","R Parag (c)","c Rabada b Holder","11","6","7","1","1","183.33"
"73","Rajasthan Royals","MD Shanaka","c †Buttler b Holder","3","9","10","0","0","33.33"
"73","Rajasthan Royals","JC Archer","c †Buttler b Prasidh Krishna","7","4","5","0","1","175"
"73","Rajasthan Royals","D Ferreira","not out","38","11","13","2","4","345.45"
"73","Gujarat Titans","B Sai Sudharsan","hit wicket b Brijesh Sharma","58","32","67","8","1","181.25"
"73","Gujarat Titans","Shubman Gill (c)","lbw b Archer","104","53","77","15","3","196.22"
"73","Gujarat Titans","JC Buttler †","not out","9","9","32","0","0","100"
"73","Gujarat Titans","Washington Sundar","c Ferreira b Burger","16","9","10","2","1","177.77"
"73","Gujarat Titans","R Tewatia","not out","17","9","9","2","1","188.88"
"74","Gujarat Titans","B Sai Sudharsan","c †Sharma b Kumar","12","12","20","2","0","100"
"74","Gujarat Titans","Shubman Gill (c)","c Patidar b Hazlewood","10","8","13","2","0","125"
"74","Gujarat Titans","N Sindhu","c Padikkal b Rasikh Salam","20","18","26","3","0","111.11"
"74","Gujarat Titans","JC Buttler †","st †Sharma b Pandya","19","23","40","1","0","82.6"
"74","Gujarat Titans","Washington Sundar","not out","50","37","66","5","0","135.13"
"74","Gujarat Titans","Arshad Khan","c Rasikh Salam b Hazlewood","15","6","10","0","2","250"
"74","Gujarat Titans","R Tewatia","c Patidar b Rasikh Salam","7","5","12","1","0","140"
"74","Gujarat Titans","JO Holder","c Hazlewood b Kumar","7","5","13","1","0","140"
"74","Gujarat Titans","Rashid Khan","c Shepherd b Rasikh Salam","7","3","4","0","1","233.33"
"74","Gujarat Titans","K Rabada","not out","3","3","3","0","0","100"
"74","Royal Challengers Bengaluru","VR Iyer","c Rabada b Mohammed Siraj","32","16","25","4","2","200"
"74","Royal Challengers Bengaluru","V Kohli","not out","75","42","102","9","3","178.57"
"74","Royal Challengers Bengaluru","D Padikkal","c Arshad Khan b Rabada","1","4","4","0","0","25"
"74","Royal Challengers Bengaluru","RM Patidar (c)","c Rabada b Rashid Khan","15","13","18","1","1","115.38"
"74","Royal Challengers Bengaluru","KH Pandya","lbw b Rashid Khan","1","2","2","0","0","50"
"74","Royal Challengers Bengaluru","TH David","c †Buttler b Arshad Khan","24","17","28","3","1","141.17"
"74","Royal Challengers Bengaluru","JM Sharma †","not out","11","14","22","1","0","78.57"
